Group,Company,Favour Received,Details,Source,Donation to BJP (crore)
Kotak Mahindra Bank,Infina Finance,Favourable RBI policy,"On January 29, 2020, the central bank accepted Kotak Mahindra Bank’s proposal to reduce promoter stake to only 26% within six months, relaxing its insistence on cutting it to 15%.
While the Reserve Bank’s proposal was still under consideration, in December 2020, the central bank granted Uday Kotak an extension of three years. In other words, Uday Kotak could remain CEO and MD of Kotak Mahindra Bank, despite the new policy.",https://scroll.in/article/1065878/kotak-firms-rs-60-crore-donation-to-bjp-coincided-with-crucial-rbi-decisions-on-kotak-mahindra-bank,60
